+2025-09-04 23:31:07,157 [0.0021719932556152344] urllib3.connectionpool DEBUG: Starting new HTTP connection (1): 127.0.0.1:49152
+2025-09-05 00:04:04,030 [1976.8757569789886] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-09-05 00:04:04,233 [1977.0781064033508] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-09-05 00:04:04,369 [1977.214200258255] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-05 00:04:04,369 [1977.214200258255] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-05 00:04:04,586 [1977.431104183197] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=93762709-28e7-48c6-a7bf-b41ee8927023&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-05 00:04:04,586 [1977.431104183197] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-05 00:04:04,586 [1977.431104183197] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-05 00:04:04,730 [1977.5755484104156] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=93762709-28e7-48c6-a7bf-b41ee8927023&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-05 00:04:05,248 [1978.0939140319824] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-09-05 00:04:05,248 [1978.0939140319824] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-09-05 00:04:05,519 [1978.364211320877] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-09-05 00:04:05,736 [1978.5818388462067] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-05 00:04:05,736 [1978.5818388462067] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-05 00:04:05,854 [1978.69957113266] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=93762709-28e7-48c6-a7bf-b41ee8927023&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-05 00:04:05,854 [1978.69957113266] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-05 00:04:05,854 [1978.69957113266] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-05 00:04:05,935 [1978.7809326648712] notifier INFO: Requesting url General/AuthenticatePublisherAccount
+2025-09-05 00:04:05,935 [1978.7809326648712] pydexcom DEBUG: Retrieve account ID from the authentication endpoint
+2025-09-05 00:04:05,936 [1978.7816960811615] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-09-05 00:04:05,982 [1978.827172756195] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=93762709-28e7-48c6-a7bf-b41ee8927023&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-05 00:04:06,497 [1979.3426280021667] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 200 38
+2025-09-05 00:04:06,497 [1979.3426280021667] pydexcom DEBUG: Retrieve session ID from the login endpoint
+2025-09-05 00:04:06,533 [1979.3783345222473] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-09-05 00:04:06,533 [1979.3783345222473] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-09-05 00:04:06,743 [1979.588960647583] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-09-05 00:04:06,883 [1979.7288677692413] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/General/LoginPublisherAccountById HTTP/1.1" 200 38
+2025-09-05 00:04:06,915 [1979.7607898712158] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-05 00:04:06,989 [1979.8348269462585] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-05 00:04:06,989 [1979.8348269462585] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-05 00:04:07,027 [1979.8726756572723] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=93762709-28e7-48c6-a7bf-b41ee8927023&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-05 00:04:07,110 [1979.9558465480804] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=93762709-28e7-48c6-a7bf-b41ee8927023&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-05 00:04:07,110 [1979.9558465480804] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-05 00:04:07,110 [1979.9558465480804] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-05 00:04:07,239 [1980.084086894989] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=93762709-28e7-48c6-a7bf-b41ee8927023&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-05 00:04:07,747 [1980.592761039734] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-09-05 00:04:07,749 [1980.5947802066803] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-09-05 00:04:07,988 [1980.833223104477] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-09-05 00:04:08,114 [1980.959844827652] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-05 00:04:08,235 [1981.0800077915192] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=93762709-28e7-48c6-a7bf-b41ee8927023&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-05 00:04:08,246 [1981.0913579463959] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-05 00:04:08,246 [1981.0913579463959] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-05 00:04:08,359 [1981.2045502662659] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=93762709-28e7-48c6-a7bf-b41ee8927023&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-05 00:04:08,359 [1981.2045502662659] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-05 00:04:08,359 [1981.2045502662659] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-05 00:04:08,485 [1981.3307535648346] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=93762709-28e7-48c6-a7bf-b41ee8927023&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-05 00:04:08,994 [1981.8393416404724] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-09-05 00:04:08,995 [1981.8408796787262] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-09-05 00:04:09,282 [1982.1271998882294] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-09-05 00:04:09,489 [1982.3349173069] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-05 00:04:09,489 [1982.3349173069] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-05 00:04:09,631 [1982.47607755661] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=93762709-28e7-48c6-a7bf-b41ee8927023&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-05 00:04:09,631 [1982.47607755661] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-05 00:04:09,631 [1982.47607755661] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-05 00:04:09,774 [1982.619666337967] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=93762709-28e7-48c6-a7bf-b41ee8927023&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-05 00:04:10,298 [1983.1432700157166] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-09-05 00:04:10,299 [1983.144297838211] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-09-05 00:04:10,537 [1983.3820269107819] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-09-05 00:04:10,780 [1983.6259627342224] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-05 00:04:10,780 [1983.6259627342224] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-05 00:04:10,919 [1983.7643864154816] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=93762709-28e7-48c6-a7bf-b41ee8927023&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-05 00:04:10,919 [1983.7643864154816] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-05 00:04:10,919 [1983.7643864154816] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-05 00:04:11,046 [1983.8918101787567] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=93762709-28e7-48c6-a7bf-b41ee8927023&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-05 00:04:11,548 [1984.393653869629] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-09-05 00:04:11,548 [1984.393653869629] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-09-05 00:04:11,735 [1984.5803153514862] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-09-05 00:04:12,041 [1984.8862524032593] notifier INFO: Requesting url General/AuthenticatePublisherAccount
+2025-09-05 00:04:12,041 [1984.8862524032593] pydexcom DEBUG: Retrieve account ID from the authentication endpoint
+2025-09-05 00:04:12,041 [1984.8862524032593] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-09-05 00:04:12,047 [1984.8928580284119] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-05 00:04:12,047 [1984.8928580284119] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-05 00:04:12,187 [1985.0326249599457] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=93762709-28e7-48c6-a7bf-b41ee8927023&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-05 00:04:12,187 [1985.0326249599457] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-05 00:04:12,187 [1985.0326249599457] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-05 00:04:12,314 [1985.1597881317139] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=93762709-28e7-48c6-a7bf-b41ee8927023&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-05 00:04:12,443 [1985.2887427806854] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 200 38
+2025-09-05 00:04:12,443 [1985.2887427806854] pydexcom DEBUG: Retrieve session ID from the login endpoint
+2025-09-05 00:04:12,746 [1985.5910120010376] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-09-05 00:04:12,746 [1985.5910120010376] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-09-05 00:04:12,876 [1985.7213380336761] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/General/LoginPublisherAccountById HTTP/1.1" 200 38
+2025-09-05 00:04:12,892 [1985.7373836040497] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-05 00:04:12,948 [1985.7936205863953] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-09-05 00:04:13,015 [1985.8607199192047] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=93762709-28e7-48c6-a7bf-b41ee8927023&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-05 00:04:13,244 [1986.0893082618713] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-05 00:04:13,330 [1986.1759219169617] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-05 00:04:13,330 [1986.1759219169617] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-05 00:04:13,368 [1986.2133090496063] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=93762709-28e7-48c6-a7bf-b41ee8927023&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-05 00:04:13,468 [1986.3139629364014] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=93762709-28e7-48c6-a7bf-b41ee8927023&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-05 00:04:13,469 [1986.3149635791779] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-05 00:04:13,469 [1986.3149635791779] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-05 00:04:13,610 [1986.45565366745] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=93762709-28e7-48c6-a7bf-b41ee8927023&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-05 00:04:13,950 [1986.7958626747131] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-09-05 00:04:13,950 [1986.7958626747131] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-09-05 00:04:14,200 [1987.0452568531036] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-09-05 00:04:14,613 [1987.458347082138] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-05 00:04:14,614 [1987.4593620300293] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-05 00:04:14,726 [1987.5710921287537] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=93762709-28e7-48c6-a7bf-b41ee8927023&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-05 00:04:14,742 [1987.5870735645294] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-05 00:04:14,742 [1987.5870735645294] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-05 00:04:14,857 [1987.7021412849426] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=93762709-28e7-48c6-a7bf-b41ee8927023&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-05 00:04:15,207 [1988.05278134346] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-09-05 00:04:15,209 [1988.054880619049] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-09-05 00:04:15,447 [1988.292852640152] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-09-05 00:04:15,863 [1988.708758354187] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-05 00:04:15,863 [1988.708758354187] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-05 00:04:15,994 [1988.8395097255707] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=93762709-28e7-48c6-a7bf-b41ee8927023&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-05 00:04:15,994 [1988.8395097255707] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-05 00:04:15,994 [1988.8395097255707] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-05 00:04:16,127 [1988.9726293087006] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=93762709-28e7-48c6-a7bf-b41ee8927023&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-05 00:04:16,450 [1989.2949948310852] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-09-05 00:04:16,450 [1989.2949948310852] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-09-05 00:04:16,651 [1989.4966802597046] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-09-05 00:04:17,129 [1989.9746050834656] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-05 00:04:17,129 [1989.9746050834656] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-05 00:04:17,241 [1990.0862917900085] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=93762709-28e7-48c6-a7bf-b41ee8927023&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-05 00:04:17,252 [1990.097454071045] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-05 00:04:17,252 [1990.097454071045] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-05 00:04:17,367 [1990.2126441001892] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=93762709-28e7-48c6-a7bf-b41ee8927023&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-05 00:04:17,660 [1990.5059354305267] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-09-05 00:04:17,660 [1990.5059354305267] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-09-05 00:04:17,917 [1990.7620327472687] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-09-05 00:04:18,044 [1990.8898055553436] notifier INFO: Requesting url General/AuthenticatePublisherAccount
+2025-09-05 00:04:18,044 [1990.8898055553436] pydexcom DEBUG: Retrieve account ID from the authentication endpoint
+2025-09-05 00:04:18,044 [1990.8898055553436] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-09-05 00:04:18,377 [1991.2227504253387] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-05 00:04:18,377 [1991.2227504253387] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-05 00:04:18,377 [1991.2227504253387] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-05 00:04:18,464 [1991.309184551239] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 200 38
+2025-09-05 00:04:18,464 [1991.309184551239] pydexcom DEBUG: Retrieve session ID from the login endpoint
+2025-09-05 00:04:18,497 [1991.3421745300293] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=93762709-28e7-48c6-a7bf-b41ee8927023&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-05 00:04:18,497 [1991.3421745300293] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-05 00:04:18,497 [1991.3421745300293] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-05 00:04:18,502 [1991.3471720218658] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=93762709-28e7-48c6-a7bf-b41ee8927023&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-05 00:04:18,613 [1991.4585502147675] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=93762709-28e7-48c6-a7bf-b41ee8927023&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-05 00:04:18,925 [1991.770874261856] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-09-05 00:04:18,925 [1991.770874261856] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-09-05 00:04:18,983 [1991.8287122249603] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/General/LoginPublisherAccountById HTTP/1.1" 200 38
+2025-09-05 00:04:19,015 [1991.8606922626495] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-05 00:04:19,168 [1992.0137965679169] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=93762709-28e7-48c6-a7bf-b41ee8927023&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-05 00:04:19,225 [1992.0702788829803] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-09-05 00:04:19,626 [1992.4727816581726] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-05 00:04:19,627 [1992.4727816581726] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-05 00:04:19,757 [1992.6029300689697] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=93762709-28e7-48c6-a7bf-b41ee8927023&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-05 00:04:19,757 [1992.6029300689697] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-05 00:04:19,757 [1992.6029300689697] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-05 00:04:19,885 [1992.7308962345123] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=93762709-28e7-48c6-a7bf-b41ee8927023&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-05 00:04:20,227 [1993.072175502777] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-09-05 00:04:20,227 [1993.072175502777] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-09-05 00:04:20,464 [1993.3091576099396] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-09-05 00:04:20,899 [1993.7446649074554] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-05 00:04:20,899 [1993.7446649074554] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-05 00:04:21,042 [1993.8869791030884] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=93762709-28e7-48c6-a7bf-b41ee8927023&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-05 00:04:21,042 [1993.8869791030884] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-05 00:04:21,042 [1993.8869791030884] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-05 00:04:21,167 [1994.0124304294586] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=93762709-28e7-48c6-a7bf-b41ee8927023&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-05 00:04:21,471 [1994.316120147705] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-09-05 00:04:21,473 [1994.31813788414] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-09-05 00:04:21,700 [1994.5458571910858] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-09-05 00:04:22,169 [1995.0149474143982] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-05 00:04:22,169 [1995.0149474143982] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
