+2025-09-04 23:31:07,157 [0.0021719932556152344] urllib3.connectionpool DEBUG: Starting new HTTP connection (1): 127.0.0.1:49152
+2025-09-04 23:56:29,528 [1522.3732795715332] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=93762709-28e7-48c6-a7bf-b41ee8927023&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-04 23:56:29,639 [1522.484398841858] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/General/LoginPublisherAccountById HTTP/1.1" 200 38
+2025-09-04 23:56:29,655 [1522.5002732276917] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-04 23:56:30,155 [1522.9999775886536] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-09-04 23:56:30,313 [1523.1581509113312] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=93762709-28e7-48c6-a7bf-b41ee8927023&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-04 23:56:30,540 [1523.3859553337097] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-04 23:56:30,540 [1523.3859553337097] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-04 23:56:30,768 [1523.6132323741913] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=93762709-28e7-48c6-a7bf-b41ee8927023&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-04 23:56:30,768 [1523.6132323741913] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-04 23:56:30,768 [1523.6132323741913] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-04 23:56:30,956 [1523.8014509677887] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=93762709-28e7-48c6-a7bf-b41ee8927023&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-04 23:56:31,158 [1524.0032477378845] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-09-04 23:56:31,158 [1524.0032477378845] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-09-04 23:56:31,960 [1524.8053958415985] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-04 23:56:31,960 [1524.8053958415985] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-04 23:56:31,994 [1524.8394522666931] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-09-04 23:56:32,531 [1525.3769640922546] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=93762709-28e7-48c6-a7bf-b41ee8927023&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-04 23:56:32,531 [1525.3769640922546] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-04 23:56:32,531 [1525.3769640922546] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-04 23:56:32,995 [1525.84037899971] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-09-04 23:56:32,995 [1525.84037899971] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-09-04 23:56:33,117 [1525.9628336429596] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=93762709-28e7-48c6-a7bf-b41ee8927023&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-04 23:56:33,419 [1526.2639904022217] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-04 23:56:33,957 [1526.8023056983948] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=93762709-28e7-48c6-a7bf-b41ee8927023&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-04 23:56:34,124 [1526.9693591594696] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-04 23:56:34,124 [1526.9693591594696] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-04 23:56:34,676 [1527.5211780071259] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-09-04 23:56:34,773 [1527.6187644004822] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=93762709-28e7-48c6-a7bf-b41ee8927023&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-04 23:56:34,773 [1527.6187644004822] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-04 23:56:34,778 [1527.6237020492554] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-04 23:56:35,340 [1528.1852622032166] notifier INFO: Requesting url General/AuthenticatePublisherAccount
+2025-09-04 23:56:35,340 [1528.1852622032166] pydexcom DEBUG: Retrieve account ID from the authentication endpoint
+2025-09-04 23:56:35,340 [1528.1852622032166] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-09-04 23:56:35,451 [1528.2962791919708] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=93762709-28e7-48c6-a7bf-b41ee8927023&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-04 23:56:35,689 [1528.5349416732788] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-09-04 23:56:35,689 [1528.5349416732788] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-09-04 23:56:36,453 [1529.2983703613281] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-04 23:56:36,453 [1529.2983703613281] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-04 23:56:37,101 [1529.9618017673492] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=93762709-28e7-48c6-a7bf-b41ee8927023&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-04 23:56:37,116 [1529.9618017673492] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-04 23:56:37,116 [1529.9618017673492] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-04 23:56:37,466 [1530.3118073940277] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 200 38
+2025-09-04 23:56:37,466 [1530.3118073940277] pydexcom DEBUG: Retrieve session ID from the login endpoint
+2025-09-04 23:56:37,577 [1530.422590970993] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-09-04 23:56:37,878 [1530.7238547801971] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=93762709-28e7-48c6-a7bf-b41ee8927023&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-04 23:56:38,584 [1531.429547548294] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-09-04 23:56:38,584 [1531.429547548294] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-09-04 23:56:38,655 [1531.500379562378] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/General/LoginPublisherAccountById HTTP/1.1" 200 38
+2025-09-04 23:56:38,671 [1531.5164380073547] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-04 23:56:38,880 [1531.725606918335] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-04 23:56:38,880 [1531.725606918335] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-04 23:56:38,959 [1531.806355714798] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-04 23:56:39,521 [1532.366562128067] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=93762709-28e7-48c6-a7bf-b41ee8927023&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-04 23:56:39,768 [1532.6135392189026] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=93762709-28e7-48c6-a7bf-b41ee8927023&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-04 23:56:39,768 [1532.6135392189026] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-04 23:56:39,768 [1532.6135392189026] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-04 23:56:39,831 [1532.6767525672913] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=93762709-28e7-48c6-a7bf-b41ee8927023&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-04 23:56:39,974 [1532.8195264339447] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=93762709-28e7-48c6-a7bf-b41ee8927023&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-04 23:56:40,107 [1532.9520063400269] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-09-04 23:56:40,983 [1533.8283879756927] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-04 23:56:40,983 [1533.8283879756927] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-04 23:56:41,109 [1533.9548757076263] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-09-04 23:56:41,110 [1533.9558837413788] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-09-04 23:56:41,158 [1534.003723859787] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=93762709-28e7-48c6-a7bf-b41ee8927023&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-04 23:56:41,158 [1534.003723859787] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-04 23:56:41,158 [1534.003723859787] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-04 23:56:41,320 [1534.1653411388397] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=93762709-28e7-48c6-a7bf-b41ee8927023&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-04 23:56:41,681 [1534.526643037796] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-09-04 23:56:42,331 [1535.1763014793396] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-04 23:56:42,331 [1535.1763014793396] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-04 23:56:42,678 [1535.5230660438538] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=93762709-28e7-48c6-a7bf-b41ee8927023&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-04 23:56:42,678 [1535.5230660438538] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-04 23:56:42,678 [1535.5230660438538] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-04 23:56:42,692 [1535.53733420372] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-09-04 23:56:42,692 [1535.53733420372] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-09-04 23:56:43,016 [1535.8616514205933] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=93762709-28e7-48c6-a7bf-b41ee8927023&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-04 23:56:43,445 [1536.2902019023895] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-09-04 23:56:44,025 [1536.8703482151031] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-04 23:56:44,025 [1536.8703482151031] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-04 23:56:44,456 [1537.3009808063507] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-09-04 23:56:44,456 [1537.3009808063507] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-09-04 23:56:44,537 [1537.3820931911469] notifier INFO: Requesting url General/AuthenticatePublisherAccount
+2025-09-04 23:56:44,537 [1537.3820931911469] pydexcom DEBUG: Retrieve account ID from the authentication endpoint
+2025-09-04 23:56:44,537 [1537.3820931911469] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-09-04 23:56:44,850 [1537.6950340270996] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-04 23:56:45,048 [1537.8934879302979] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=93762709-28e7-48c6-a7bf-b41ee8927023&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-04 23:56:45,048 [1537.8934879302979] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-04 23:56:45,048 [1537.8934879302979] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-04 23:56:45,581 [1538.4262919425964] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=93762709-28e7-48c6-a7bf-b41ee8927023&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-04 23:56:45,596 [1538.4411993026733] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=93762709-28e7-48c6-a7bf-b41ee8927023&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-04 23:56:45,923 [1538.768812417984] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-09-04 23:56:46,598 [1539.44304561615] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-04 23:56:46,598 [1539.44304561615] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-04 23:56:46,932 [1539.7778668403625] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-09-04 23:56:46,932 [1539.7778668403625] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-09-04 23:56:47,207 [1540.0520505905151] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 200 38
+2025-09-04 23:56:47,207 [1540.0520505905151] pydexcom DEBUG: Retrieve session ID from the login endpoint
+2025-09-04 23:56:47,762 [1540.6072399616241] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=93762709-28e7-48c6-a7bf-b41ee8927023&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-04 23:56:47,762 [1540.6072399616241] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-04 23:56:47,762 [1540.6072399616241] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-04 23:56:48,807 [1541.6524441242218] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/General/LoginPublisherAccountById HTTP/1.1" 200 38
+2025-09-04 23:56:48,838 [1541.6833326816559] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-04 23:56:49,006 [1541.851716518402] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=93762709-28e7-48c6-a7bf-b41ee8927023&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-04 23:56:49,989 [1542.8347125053406] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=93762709-28e7-48c6-a7bf-b41ee8927023&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-04 23:56:50,007 [1542.85231423378] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-04 23:56:50,007 [1542.85231423378] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-04 23:56:50,214 [1543.0596306324005] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-09-04 23:56:50,312 [1543.1576550006866] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=93762709-28e7-48c6-a7bf-b41ee8927023&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-04 23:56:50,312 [1543.1576550006866] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-04 23:56:50,312 [1543.1576550006866] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-04 23:56:50,486 [1543.3315980434418] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=93762709-28e7-48c6-a7bf-b41ee8927023&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-04 23:56:50,583 [1543.4314804077148] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-04 23:56:50,702 [1543.5474314689636] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=93762709-28e7-48c6-a7bf-b41ee8927023&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-04 23:56:51,225 [1544.070501089096] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-09-04 23:56:51,225 [1544.070501089096] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-09-04 23:56:51,488 [1544.3334391117096] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-04 23:56:51,488 [1544.3334391117096] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-04 23:56:52,696 [1545.5419075489044] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=93762709-28e7-48c6-a7bf-b41ee8927023&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-04 23:56:52,696 [1545.5419075489044] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-04 23:56:52,696 [1545.5419075489044] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-04 23:56:53,235 [1546.0803549289703] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-09-04 23:56:53,251 [1546.096087217331] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=93762709-28e7-48c6-a7bf-b41ee8927023&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-04 23:56:54,243 [1547.0884573459625] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-09-04 23:56:54,243 [1547.0884573459625] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-09-04 23:56:54,265 [1547.1108648777008] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-04 23:56:54,265 [1547.1108648777008] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-04 23:56:55,028 [1547.8737740516663] notifier INFO: Requesting url General/AuthenticatePublisherAccount
+2025-09-04 23:56:55,028 [1547.8737740516663] pydexcom DEBUG: Retrieve account ID from the authentication endpoint
+2025-09-04 23:56:55,028 [1547.8737740516663] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-09-04 23:56:55,313 [1548.158611536026] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=93762709-28e7-48c6-a7bf-b41ee8927023&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-04 23:56:55,313 [1548.158611536026] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-04 23:56:55,313 [1548.158611536026] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-04 23:56:55,715 [1548.5607562065125] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-04 23:56:56,251 [1549.096270084381] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=93762709-28e7-48c6-a7bf-b41ee8927023&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-04 23:56:56,739 [1549.5845696926117] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=93762709-28e7-48c6-a7bf-b41ee8927023&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-04 23:56:57,233 [1550.078872680664] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-09-04 23:56:57,255 [1550.100649356842] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-04 23:56:57,255 [1550.100649356842] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-04 23:56:57,976 [1550.8211543560028] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 200 38
+2025-09-04 23:56:57,976 [1550.8211543560028] pydexcom DEBUG: Retrieve session ID from the login endpoint
+2025-09-04 23:56:57,976 [1550.8211543560028] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=93762709-28e7-48c6-a7bf-b41ee8927023&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-04 23:56:57,976 [1550.8211543560028] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-04 23:56:57,976 [1550.8211543560028] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-04 23:56:58,122 [1550.9670815467834] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=93762709-28e7-48c6-a7bf-b41ee8927023&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-04 23:56:58,242 [1551.0873231887817] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-09-04 23:56:58,242 [1551.0873231887817] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-09-04 23:56:59,125 [1551.9700560569763] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-04 23:56:59,125 [1551.9700560569763] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-04 23:56:59,283 [1552.128000497818] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/General/LoginPublisherAccountById HTTP/1.1" 200 38
+2025-09-04 23:56:59,283 [1552.128000497818] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-04 23:56:59,963 [1552.8083555698395] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=93762709-28e7-48c6-a7bf-b41ee8927023&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-04 23:56:59,963 [1552.8083555698395] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-04 23:56:59,963 [1552.8083555698395] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-04 23:56:59,999 [1552.8443281650543] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=93762709-28e7-48c6-a7bf-b41ee8927023&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-04 23:57:00,107 [1552.9526674747467] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-09-04 23:57:00,119 [1552.9646759033203] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=93762709-28e7-48c6-a7bf-b41ee8927023&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-04 23:57:01,108 [1553.9539272785187] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
