+2026-05-09 16:40:26,725 [0.006521701812744141] urllib3.connectionpool DEBUG: Starting new HTTP connection (1): 127.0.0.1:49152
+2026-05-09 16:43:24,676 [177.9578309059143] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2026-05-09 16:43:24,932 [178.21375679969788] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues HTTP/1.1" 429 18
+2026-05-09 16:43:25,964 [179.2457423210144] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2026-05-09 16:43:26,253 [179.53422784805298] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues HTTP/1.1" 429 18
+2026-05-09 16:43:27,295 [180.57710909843445] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2026-05-09 16:43:27,546 [180.8271839618683] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues HTTP/1.1" 429 18
+2026-05-09 16:43:28,586 [181.86735916137695] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2026-05-09 16:43:28,855 [182.1369571685791] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues HTTP/1.1" 429 18
+2026-05-09 16:43:29,905 [183.18647360801697] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2026-05-09 16:43:30,203 [183.48417687416077] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues HTTP/1.1" 429 18
+2026-05-09 16:43:31,146 [184.42749118804932] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2026-05-09 16:43:31,246 [184.52805852890015] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2026-05-09 16:43:31,482 [184.76447129249573] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2026-05-09 16:43:31,490 [184.77146863937378] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues HTTP/1.1" 429 18
+2026-05-09 16:43:32,528 [185.80973482131958] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2026-05-09 16:43:32,783 [186.064373254776] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues HTTP/1.1" 429 18
+2026-05-09 16:43:33,818 [187.09942173957825] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2026-05-09 16:43:34,039 [187.32081651687622] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues HTTP/1.1" 429 18
+2026-05-09 16:43:35,083 [188.3644154071808] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2026-05-09 16:43:35,328 [188.60917258262634] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues HTTP/1.1" 429 18
+2026-05-09 16:43:36,374 [189.6564552783966] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2026-05-09 16:43:36,619 [189.9004843235016] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues HTTP/1.1" 429 18
+2026-05-09 16:43:37,681 [190.96412110328674] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2026-05-09 16:43:37,924 [191.20538187026978] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues HTTP/1.1" 429 18
+2026-05-09 16:43:38,955 [192.2365710735321] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2026-05-09 16:43:39,183 [192.464905500412] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues HTTP/1.1" 429 18
+2026-05-09 16:43:40,214 [193.4952666759491] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2026-05-09 16:43:40,449 [193.73088312149048] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues HTTP/1.1" 429 18
+2026-05-09 16:43:41,484 [194.7657687664032] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2026-05-09 16:43:41,738 [195.02003002166748] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues HTTP/1.1" 429 18
+2026-05-09 16:43:42,773 [196.05425548553467] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2026-05-09 16:43:42,990 [196.27129292488098] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues HTTP/1.1" 429 18
+2026-05-09 16:43:44,030 [197.31211137771606] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2026-05-09 16:43:44,285 [197.5666823387146] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues HTTP/1.1" 429 18
+2026-05-09 16:43:45,339 [198.62041091918945] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2026-05-09 16:43:45,653 [198.93468976020813] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues HTTP/1.1" 200 None
+2026-05-09 16:43:46,789 [200.07060265541077] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2026-05-09 16:43:47,278 [200.55932307243347] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues HTTP/1.1" 200 None
+2026-05-09 16:43:48,356 [201.6378297805786] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2026-05-09 16:43:48,816 [202.0973048210144] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues HTTP/1.1" 200 None
+2026-05-09 16:43:49,853 [203.13451766967773] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2026-05-09 16:43:50,179 [203.46074509620667] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues HTTP/1.1" 200 None
+2026-05-09 16:43:51,295 [204.57627654075623] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2026-05-09 16:43:51,652 [204.93382811546326] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues HTTP/1.1" 200 None
+2026-05-09 16:43:52,794 [206.0760886669159] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2026-05-09 16:43:53,218 [206.5000057220459] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues HTTP/1.1" 200 None
+2026-05-09 16:43:54,261 [207.5428786277771] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2026-05-09 16:43:54,650 [207.93163895606995] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues HTTP/1.1" 200 None
+2026-05-09 16:43:55,743 [209.0242781639099] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2026-05-09 16:43:56,188 [209.46945881843567] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues HTTP/1.1" 200 None
+2026-05-09 16:43:57,253 [210.53506588935852] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2026-05-09 16:43:57,559 [210.84056448936462] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues HTTP/1.1" 200 None
+2026-05-09 16:43:58,684 [211.96527290344238] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2026-05-09 16:43:59,054 [212.3355996608734] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues HTTP/1.1" 200 None
+2026-05-09 16:44:00,125 [213.40683436393738] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2026-05-09 16:44:00,339 [213.62059783935547] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues HTTP/1.1" 429 18
+2026-05-09 16:44:01,399 [214.68131923675537] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2026-05-09 16:44:01,489 [214.7703914642334] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2026-05-09 16:44:01,664 [214.94598603248596] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues HTTP/1.1" 429 18
+2026-05-09 16:44:01,770 [215.05207204818726] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2026-05-09 16:44:02,711 [215.99266982078552] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2026-05-09 16:44:02,979 [216.26021456718445] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues HTTP/1.1" 429 18
+2026-05-09 16:44:04,043 [217.32487535476685] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2026-05-09 16:44:04,276 [217.55771398544312] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues HTTP/1.1" 429 18
+2026-05-09 16:44:05,324 [218.6060721874237] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2026-05-09 16:44:05,538 [218.819477558136] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues HTTP/1.1" 429 18
+2026-05-09 16:44:06,570 [219.85172080993652] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2026-05-09 16:44:06,838 [220.1201057434082] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues HTTP/1.1" 429 18
+2026-05-09 16:44:07,869 [221.1503758430481] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2026-05-09 16:44:08,099 [221.38076996803284] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues HTTP/1.1" 429 18
+2026-05-09 16:44:09,127 [222.4087700843811] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2026-05-09 16:44:09,386 [222.66776514053345] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues HTTP/1.1" 429 18
+2026-05-09 16:44:10,421 [223.70224523544312] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2026-05-09 16:44:31,775 [245.05628323554993] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2026-05-09 16:44:32,110 [245.39130854606628] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
