+2025-10-29 16:25:41,527 [0.10568428039550781] urllib3.connectionpool DEBUG: Starting new HTTP connection (1): 127.0.0.1:49152
+2025-10-29 16:27:15,261 [93.83971500396729] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-10-29 16:27:15,261 [93.83971500396729] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-29 16:27:15,389 [93.96823954582214] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=6f9ffcb0-70a8-4cd6-b632-ea6955d350cb&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-29 16:27:15,389 [93.96823954582214] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-10-29 16:27:15,389 [93.96823954582214] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-29 16:27:15,456 [94.03524446487427] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-10-29 16:27:15,504 [94.08316016197205] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=6f9ffcb0-70a8-4cd6-b632-ea6955d350cb&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-29 16:27:16,459 [95.038156747818] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-10-29 16:27:16,459 [95.038156747818] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-10-29 16:27:16,506 [95.08503222465515] notifier INFO: Requesting url General/AuthenticatePublisherAccount
+2025-10-29 16:27:16,506 [95.08503222465515] pydexcom DEBUG: Retrieve account ID from the authentication endpoint
+2025-10-29 16:27:16,508 [95.08655452728271] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-10-29 16:27:16,508 [95.08655452728271] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-29 16:27:16,508 [95.08655452728271] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-10-29 16:27:16,619 [95.19805693626404] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=6f9ffcb0-70a8-4cd6-b632-ea6955d350cb&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-29 16:27:16,619 [95.19805693626404] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-10-29 16:27:16,619 [95.19805693626404] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-29 16:27:16,667 [95.24618315696716] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-10-29 16:27:16,791 [95.37024641036987] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-29 16:27:16,844 [95.42264342308044] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=6f9ffcb0-70a8-4cd6-b632-ea6955d350cb&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-29 16:27:16,889 [95.46824598312378] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 200 38
+2025-10-29 16:27:16,891 [95.47014093399048] pydexcom DEBUG: Retrieve session ID from the login endpoint
+2025-10-29 16:27:16,938 [95.51641035079956] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=6f9ffcb0-70a8-4cd6-b632-ea6955d350cb&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-29 16:27:17,504 [96.08260726928711] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/General/LoginPublisherAccountById HTTP/1.1" 200 38
+2025-10-29 16:27:17,513 [96.0921094417572] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-29 16:27:17,637 [96.21618723869324] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=6f9ffcb0-70a8-4cd6-b632-ea6955d350cb&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-29 16:27:17,675 [96.2540693283081] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-10-29 16:27:17,677 [96.25609302520752] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-10-29 16:27:17,845 [96.42402815818787] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-10-29 16:27:17,845 [96.42402815818787] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-29 16:27:17,929 [96.50780892372131] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-10-29 16:27:17,982 [96.56068396568298] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=6f9ffcb0-70a8-4cd6-b632-ea6955d350cb&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-29 16:27:17,982 [96.56068396568298] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-10-29 16:27:17,982 [96.56068396568298] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-29 16:27:18,105 [96.68546509742737] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=6f9ffcb0-70a8-4cd6-b632-ea6955d350cb&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-29 16:27:18,934 [97.51306462287903] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-10-29 16:27:18,943 [97.52169108390808] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-10-29 16:27:19,108 [97.68639969825745] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-10-29 16:27:19,108 [97.68639969825745] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-29 16:27:19,140 [97.71855473518372] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-10-29 16:27:19,223 [97.80196142196655] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=6f9ffcb0-70a8-4cd6-b632-ea6955d350cb&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-29 16:27:19,223 [97.80196142196655] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-10-29 16:27:19,223 [97.80196142196655] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-29 16:27:19,325 [97.90348792076111] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=6f9ffcb0-70a8-4cd6-b632-ea6955d350cb&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-29 16:27:20,143 [98.72194194793701] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-10-29 16:27:20,143 [98.72194194793701] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-10-29 16:27:20,326 [98.90467977523804] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-10-29 16:27:20,326 [98.90467977523804] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-29 16:27:20,373 [98.95133781433105] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-10-29 16:27:20,423 [99.00183773040771] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=6f9ffcb0-70a8-4cd6-b632-ea6955d350cb&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-29 16:27:20,423 [99.00183773040771] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-10-29 16:27:20,423 [99.00183773040771] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-29 16:27:20,512 [99.09106135368347] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=6f9ffcb0-70a8-4cd6-b632-ea6955d350cb&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-29 16:27:21,380 [99.95857334136963] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-10-29 16:27:21,380 [99.95857334136963] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-10-29 16:27:21,518 [100.1012794971466] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-10-29 16:27:21,522 [100.1012794971466] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-29 16:27:21,552 [100.13129568099976] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-10-29 16:27:21,647 [100.22577333450317] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=6f9ffcb0-70a8-4cd6-b632-ea6955d350cb&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-29 16:27:21,648 [100.2266173362732] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-10-29 16:27:21,648 [100.2266173362732] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-29 16:27:21,762 [100.34060263633728] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=6f9ffcb0-70a8-4cd6-b632-ea6955d350cb&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-29 16:27:21,986 [100.56456470489502] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-29 16:27:22,119 [100.69789910316467] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=6f9ffcb0-70a8-4cd6-b632-ea6955d350cb&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-29 16:27:22,560 [101.13889598846436] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-10-29 16:27:22,562 [101.14091205596924] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-10-29 16:27:22,651 [101.23011469841003] notifier INFO: Requesting url General/AuthenticatePublisherAccount
+2025-10-29 16:27:22,651 [101.23011469841003] pydexcom DEBUG: Retrieve account ID from the authentication endpoint
+2025-10-29 16:27:22,651 [101.23011469841003] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-10-29 16:27:22,746 [101.32523941993713] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-10-29 16:27:22,763 [101.34203886985779] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-10-29 16:27:22,763 [101.34203886985779] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-29 16:27:22,878 [101.45642852783203] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=6f9ffcb0-70a8-4cd6-b632-ea6955d350cb&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-29 16:27:22,878 [101.45642852783203] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-10-29 16:27:22,878 [101.45642852783203] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-29 16:27:22,982 [101.56046152114868] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=6f9ffcb0-70a8-4cd6-b632-ea6955d350cb&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-29 16:27:23,125 [101.70389461517334] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 200 38
+2025-10-29 16:27:23,125 [101.70389461517334] pydexcom DEBUG: Retrieve session ID from the login endpoint
+2025-10-29 16:27:23,556 [102.13510131835938] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/General/LoginPublisherAccountById HTTP/1.1" 200 38
+2025-10-29 16:27:23,574 [102.1528491973877] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-29 16:27:23,689 [102.2681474685669] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=6f9ffcb0-70a8-4cd6-b632-ea6955d350cb&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-29 16:27:23,751 [102.32947707176208] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-10-29 16:27:23,754 [102.33329892158508] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-10-29 16:27:23,971 [102.54944920539856] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-10-29 16:27:23,990 [102.56899285316467] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-10-29 16:27:23,990 [102.56899285316467] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-29 16:27:24,087 [102.66614317893982] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=6f9ffcb0-70a8-4cd6-b632-ea6955d350cb&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-29 16:27:24,095 [102.67389059066772] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-10-29 16:27:24,095 [102.67389059066772] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-29 16:27:24,176 [102.75461602210999] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=6f9ffcb0-70a8-4cd6-b632-ea6955d350cb&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-29 16:27:24,974 [103.55251955986023] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-10-29 16:27:24,974 [103.55251955986023] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-10-29 16:27:25,187 [103.76624417304993] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-10-29 16:27:25,189 [103.7682592868805] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-29 16:27:25,195 [103.77430129051208] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-10-29 16:27:25,278 [103.85679864883423] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=6f9ffcb0-70a8-4cd6-b632-ea6955d350cb&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-29 16:27:25,278 [103.85679864883423] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-10-29 16:27:25,278 [103.85679864883423] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-29 16:27:25,384 [103.96323561668396] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=6f9ffcb0-70a8-4cd6-b632-ea6955d350cb&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-29 16:27:26,198 [104.77665686607361] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-10-29 16:27:26,198 [104.77866291999817] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-10-29 16:27:26,329 [104.90819501876831] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-10-29 16:27:26,389 [104.96751618385315] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-10-29 16:27:26,389 [104.96751618385315] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-29 16:27:26,613 [105.19168329238892] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=6f9ffcb0-70a8-4cd6-b632-ea6955d350cb&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-29 16:27:26,613 [105.19168329238892] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-10-29 16:27:26,613 [105.19168329238892] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-29 16:27:26,827 [105.40599536895752] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=6f9ffcb0-70a8-4cd6-b632-ea6955d350cb&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-29 16:27:27,138 [105.71725749969482] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-29 16:27:27,270 [105.84918427467346] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=6f9ffcb0-70a8-4cd6-b632-ea6955d350cb&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-29 16:27:27,332 [105.91053533554077] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-10-29 16:27:27,332 [105.91053533554077] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-10-29 16:27:27,643 [106.22140407562256] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-10-29 16:27:27,829 [106.40815591812134] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-10-29 16:27:27,829 [106.40815591812134] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-29 16:27:27,929 [106.5074200630188] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=6f9ffcb0-70a8-4cd6-b632-ea6955d350cb&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-29 16:27:27,929 [106.5074200630188] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-10-29 16:27:27,929 [106.5074200630188] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-29 16:27:28,037 [106.6155436038971] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=6f9ffcb0-70a8-4cd6-b632-ea6955d350cb&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-29 16:27:28,644 [107.22273302078247] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-10-29 16:27:28,646 [107.22475051879883] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-10-29 16:27:28,693 [107.27148675918579] notifier INFO: Requesting url General/AuthenticatePublisherAccount
+2025-10-29 16:27:28,693 [107.27148675918579] pydexcom DEBUG: Retrieve account ID from the authentication endpoint
+2025-10-29 16:27:28,693 [107.27802538871765] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-10-29 16:27:28,970 [107.54912734031677] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-10-29 16:27:29,039 [107.61802434921265] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-10-29 16:27:29,039 [107.61802434921265] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-29 16:27:29,076 [107.65523838996887] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 200 38
+2025-10-29 16:27:29,087 [107.66610741615295] pydexcom DEBUG: Retrieve session ID from the login endpoint
+2025-10-29 16:27:29,159 [107.73796772956848] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=6f9ffcb0-70a8-4cd6-b632-ea6955d350cb&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-29 16:27:29,173 [107.75220584869385] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-10-29 16:27:29,173 [107.75220584869385] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-29 16:27:29,277 [107.85593891143799] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=6f9ffcb0-70a8-4cd6-b632-ea6955d350cb&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-29 16:27:29,786 [108.36503601074219] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/General/LoginPublisherAccountById HTTP/1.1" 200 38
+2025-10-29 16:27:29,797 [108.37601041793823] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-29 16:27:29,910 [108.48886132240295] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=6f9ffcb0-70a8-4cd6-b632-ea6955d350cb&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-29 16:27:29,974 [108.55266809463501] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-10-29 16:27:29,974 [108.55266809463501] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-10-29 16:27:30,103 [108.68217062950134] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-10-29 16:27:30,279 [108.85788702964783] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-10-29 16:27:30,279 [108.85788702964783] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-29 16:27:30,371 [108.9495735168457] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=6f9ffcb0-70a8-4cd6-b632-ea6955d350cb&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-29 16:27:30,384 [108.96295475959778] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-10-29 16:27:30,384 [108.96295475959778] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-29 16:27:30,518 [109.09659600257874] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=6f9ffcb0-70a8-4cd6-b632-ea6955d350cb&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-29 16:27:31,107 [109.68557739257812] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-10-29 16:27:31,107 [109.68801379203796] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-10-29 16:27:31,303 [109.8821189403534] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-10-29 16:27:31,542 [110.12122201919556] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-10-29 16:27:31,542 [110.12122201919556] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-29 16:27:31,737 [110.31581282615662] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=6f9ffcb0-70a8-4cd6-b632-ea6955d350cb&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-29 16:27:31,737 [110.31581282615662] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-10-29 16:27:31,737 [110.31736302375793] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-29 16:27:31,837 [110.41550159454346] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=6f9ffcb0-70a8-4cd6-b632-ea6955d350cb&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-29 16:27:32,284 [110.86282515525818] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-29 16:27:32,307 [110.8857204914093] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-10-29 16:27:32,308 [110.88673448562622] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-10-29 16:27:32,405 [110.9833550453186] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=6f9ffcb0-70a8-4cd6-b632-ea6955d350cb&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-29 16:27:32,434 [111.01255083084106] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
