+2025-10-06 20:50:24,967 [0.00402069091796875] urllib3.connectionpool DEBUG: Starting new HTTP connection (1): 127.0.0.1:49152
+2025-10-06 20:53:16,126 [171.1630527973175] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-10-06 20:53:16,357 [171.39459896087646] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-10-06 20:53:16,376 [171.41354298591614] notifier INFO: Requesting url General/AuthenticatePublisherAccount
+2025-10-06 20:53:16,379 [171.4160635471344] pydexcom DEBUG: Retrieve account ID from the authentication endpoint
+2025-10-06 20:53:16,385 [171.4223072528839] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-10-06 20:53:16,386 [171.4243037700653] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-06 20:53:16,488 [171.52581453323364] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=44e04ff2-8dbc-4731-b619-98f41bf42804&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-06 20:53:16,824 [171.86101126670837] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 200 38
+2025-10-06 20:53:16,826 [171.86309266090393] pydexcom DEBUG: Retrieve session ID from the login endpoint
+2025-10-06 20:53:17,013 [172.05070662498474] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-10-06 20:53:17,013 [172.05070662498474] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-06 20:53:17,133 [172.17074608802795] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=44e04ff2-8dbc-4731-b619-98f41bf42804&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-06 20:53:17,134 [172.17175555229187] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-10-06 20:53:17,134 [172.17175555229187] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-06 20:53:17,226 [172.2633831501007] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=44e04ff2-8dbc-4731-b619-98f41bf42804&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-06 20:53:17,354 [172.39125752449036] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/General/LoginPublisherAccountById HTTP/1.1" 200 38
+2025-10-06 20:53:17,359 [172.39661931991577] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-10-06 20:53:17,360 [172.39763522148132] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-10-06 20:53:17,382 [172.41954731941223] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-06 20:53:17,486 [172.52339720726013] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=44e04ff2-8dbc-4731-b619-98f41bf42804&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-06 20:53:17,538 [172.57584071159363] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-10-06 20:53:18,228 [173.26507019996643] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-10-06 20:53:18,228 [173.26507019996643] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-06 20:53:18,341 [173.37846398353577] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=44e04ff2-8dbc-4731-b619-98f41bf42804&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-06 20:53:18,342 [173.3794708251953] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-10-06 20:53:18,342 [173.3794708251953] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-06 20:53:18,472 [173.50960636138916] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=44e04ff2-8dbc-4731-b619-98f41bf42804&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-06 20:53:18,540 [173.57724905014038] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-10-06 20:53:18,540 [173.57778811454773] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-10-06 20:53:19,021 [174.05831837654114] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-10-06 20:53:19,474 [174.51126074790955] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-10-06 20:53:19,474 [174.51126074790955] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-06 20:53:19,613 [174.6509666442871] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=44e04ff2-8dbc-4731-b619-98f41bf42804&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-06 20:53:19,618 [174.65506839752197] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-10-06 20:53:19,618 [174.65506839752197] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-06 20:53:19,776 [174.81355476379395] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=44e04ff2-8dbc-4731-b619-98f41bf42804&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-06 20:53:20,023 [175.06010484695435] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-10-06 20:53:20,023 [175.0606288909912] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-10-06 20:53:20,218 [175.25593519210815] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-10-06 20:53:20,778 [175.81549620628357] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-10-06 20:53:20,778 [175.81549620628357] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-06 20:53:20,892 [175.9297125339508] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=44e04ff2-8dbc-4731-b619-98f41bf42804&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-06 20:53:20,893 [175.93071508407593] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-10-06 20:53:20,893 [175.93071508407593] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-06 20:53:21,001 [176.0384087562561] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=44e04ff2-8dbc-4731-b619-98f41bf42804&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-06 20:53:21,220 [176.25747227668762] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-10-06 20:53:21,220 [176.25747227668762] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-10-06 20:53:21,401 [176.43821597099304] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-10-06 20:53:21,500 [176.537029504776] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-06 20:53:21,611 [176.64894151687622] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=44e04ff2-8dbc-4731-b619-98f41bf42804&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-06 20:53:22,003 [177.04061818122864] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-10-06 20:53:22,004 [177.04162454605103] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-06 20:53:22,122 [177.15910696983337] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=44e04ff2-8dbc-4731-b619-98f41bf42804&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-06 20:53:22,127 [177.16471600532532] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-10-06 20:53:22,127 [177.16471600532532] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-06 20:53:22,253 [177.29082560539246] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=44e04ff2-8dbc-4731-b619-98f41bf42804&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-06 20:53:22,402 [177.43977522850037] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-10-06 20:53:22,403 [177.44078087806702] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-10-06 20:53:22,515 [177.55286312103271] notifier INFO: Requesting url General/AuthenticatePublisherAccount
+2025-10-06 20:53:22,515 [177.55286312103271] pydexcom DEBUG: Retrieve account ID from the authentication endpoint
+2025-10-06 20:53:22,516 [177.55392289161682] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-10-06 20:53:22,571 [177.60882472991943] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-10-06 20:53:22,908 [177.94523072242737] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 200 38
+2025-10-06 20:53:22,909 [177.94624018669128] pydexcom DEBUG: Retrieve session ID from the login endpoint
+2025-10-06 20:53:23,255 [178.29275751113892] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-10-06 20:53:23,256 [178.29376459121704] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-06 20:53:23,363 [178.40078902244568] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=44e04ff2-8dbc-4731-b619-98f41bf42804&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-06 20:53:23,369 [178.40629291534424] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/General/LoginPublisherAccountById HTTP/1.1" 200 38
+2025-10-06 20:53:23,369 [178.40629291534424] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-10-06 20:53:23,369 [178.40629291534424] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-06 20:53:23,373 [178.41009426116943] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-06 20:53:23,471 [178.5086555480957] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=44e04ff2-8dbc-4731-b619-98f41bf42804&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-06 20:53:23,517 [178.5547559261322] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=44e04ff2-8dbc-4731-b619-98f41bf42804&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-06 20:53:23,573 [178.61019134521484] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-10-06 20:53:23,573 [178.6107361316681] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-10-06 20:53:23,755 [178.79279470443726] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-10-06 20:53:24,473 [179.510724067688] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-10-06 20:53:24,473 [179.510724067688] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-06 20:53:24,577 [179.61482524871826] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=44e04ff2-8dbc-4731-b619-98f41bf42804&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-06 20:53:24,578 [179.61583828926086] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-10-06 20:53:24,578 [179.61583828926086] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-06 20:53:24,709 [179.74650859832764] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=44e04ff2-8dbc-4731-b619-98f41bf42804&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-06 20:53:24,761 [179.79890370368958] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-10-06 20:53:24,761 [179.79890370368958] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-10-06 20:53:24,959 [179.99616885185242] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-10-06 20:53:25,714 [180.7510166168213] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-10-06 20:53:25,714 [180.7510166168213] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-06 20:53:25,824 [180.86115550994873] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=44e04ff2-8dbc-4731-b619-98f41bf42804&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-06 20:53:25,826 [180.86323928833008] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-10-06 20:53:25,826 [180.86323928833008] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-06 20:53:25,927 [180.96495580673218] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=44e04ff2-8dbc-4731-b619-98f41bf42804&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-06 20:53:25,961 [180.99869751930237] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-10-06 20:53:25,962 [180.9997112751007] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-10-06 20:53:26,146 [181.18305158615112] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-10-06 20:53:26,622 [181.6598391532898] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-06 20:53:26,741 [181.77895188331604] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=44e04ff2-8dbc-4731-b619-98f41bf42804&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-06 20:53:26,932 [181.969877243042] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-10-06 20:53:26,932 [181.969877243042] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-06 20:53:27,046 [182.08335876464844] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=44e04ff2-8dbc-4731-b619-98f41bf42804&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-06 20:53:27,046 [182.08335876464844] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-10-06 20:53:27,046 [182.08335876464844] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-06 20:53:27,148 [182.18546199798584] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-10-06 20:53:27,150 [182.18747091293335] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-10-06 20:53:27,208 [182.24589729309082] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=44e04ff2-8dbc-4731-b619-98f41bf42804&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-06 20:53:27,400 [182.43795156478882] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-10-06 20:53:28,210 [183.24733757972717] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-10-06 20:53:28,211 [183.2483468055725] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-06 20:53:28,366 [183.4030864238739] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=44e04ff2-8dbc-4731-b619-98f41bf42804&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-06 20:53:28,366 [183.4030864238739] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-10-06 20:53:28,367 [183.40459084510803] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-06 20:53:28,402 [183.43985533714294] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-10-06 20:53:28,404 [183.4413652420044] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-10-06 20:53:28,480 [183.51793766021729] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=44e04ff2-8dbc-4731-b619-98f41bf42804&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-06 20:53:28,525 [183.5620152950287] notifier INFO: Requesting url General/AuthenticatePublisherAccount
+2025-10-06 20:53:28,525 [183.5620152950287] pydexcom DEBUG: Retrieve account ID from the authentication endpoint
+2025-10-06 20:53:28,526 [183.56302666664124] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-10-06 20:53:28,744 [183.78097462654114] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-10-06 20:53:28,957 [183.99448490142822] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 200 38
+2025-10-06 20:53:28,958 [183.99547576904297] pydexcom DEBUG: Retrieve session ID from the login endpoint
+2025-10-06 20:53:29,482 [184.5191149711609] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-10-06 20:53:29,482 [184.5191149711609] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-06 20:53:29,636 [184.67298769950867] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=44e04ff2-8dbc-4731-b619-98f41bf42804&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-06 20:53:29,636 [184.67298769950867] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-10-06 20:53:29,637 [184.67449426651] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-06 20:53:29,752 [184.78931283950806] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-10-06 20:53:29,752 [184.78931283950806] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=44e04ff2-8dbc-4731-b619-98f41bf42804&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-06 20:53:29,753 [184.79082989692688] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-10-06 20:53:29,822 [184.85959911346436] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/General/LoginPublisherAccountById HTTP/1.1" 200 38
+2025-10-06 20:53:29,826 [184.8631293773651] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-06 20:53:29,929 [184.9664282798767] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=44e04ff2-8dbc-4731-b619-98f41bf42804&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-06 20:53:30,117 [185.15474796295166] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-10-06 20:53:30,754 [185.7914261817932] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-10-06 20:53:30,754 [185.7914261817932] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-06 20:53:30,872 [185.909517288208] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=44e04ff2-8dbc-4731-b619-98f41bf42804&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-06 20:53:30,872 [185.909517288208] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-10-06 20:53:30,872 [185.909517288208] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-06 20:53:30,991 [186.02799916267395] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=44e04ff2-8dbc-4731-b619-98f41bf42804&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-06 20:53:31,119 [186.15627121925354] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-10-06 20:53:31,119 [186.15627121925354] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-10-06 20:53:31,339 [186.3765799999237] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-10-06 20:53:31,754 [186.79180312156677] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-06 20:53:31,854 [186.8914716243744] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=44e04ff2-8dbc-4731-b619-98f41bf42804&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-06 20:53:31,992 [187.0298092365265] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-10-06 20:53:31,992 [187.0298092365265] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-06 20:53:32,120 [187.15747141838074] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=44e04ff2-8dbc-4731-b619-98f41bf42804&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-06 20:53:32,121 [187.15847992897034] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-10-06 20:53:32,121 [187.15847992897034] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-06 20:53:32,287 [187.32480096817017] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=44e04ff2-8dbc-4731-b619-98f41bf42804&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-06 20:53:32,341 [187.37857270240784] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-10-06 20:53:32,341 [187.37857270240784] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-10-06 20:53:32,572 [187.60976791381836] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-10-06 20:53:33,289 [188.3263876438141] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-10-06 20:53:33,289 [188.3263876438141] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-06 20:53:33,385 [188.42257595062256] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=44e04ff2-8dbc-4731-b619-98f41bf42804&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-06 20:53:33,385 [188.42257595062256] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-10-06 20:53:33,385 [188.42257595062256] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-10-06 20:53:33,502 [188.53978967666626] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=44e04ff2-8dbc-4731-b619-98f41bf42804&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-10-06 20:53:33,575 [188.61223435401917] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-10-06 20:53:33,575 [188.6127495765686] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-10-06 20:53:33,744 [188.78122401237488] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-10-06 20:53:34,504 [189.54149866104126] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
