+2025-09-07 17:46:09,131 [0.008580684661865234] urllib3.connectionpool DEBUG: Starting new HTTP connection (1): 127.0.0.1:49152
+2025-09-07 17:48:12,665 [123.54243421554565] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-09-07 17:48:12,666 [123.54356122016907] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-09-07 17:48:12,909 [123.786381483078] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-09-07 17:48:13,444 [124.3221275806427] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-07 17:48:13,444 [124.3221275806427] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-07 17:48:13,597 [124.47487950325012] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=db75fa9f-47b5-4f15-b62a-9eabd11c2782&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-07 17:48:13,597 [124.47487950325012] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-07 17:48:13,597 [124.47487950325012] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-07 17:48:13,807 [124.68483376502991] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=db75fa9f-47b5-4f15-b62a-9eabd11c2782&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-07 17:48:13,912 [124.78954601287842] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-09-07 17:48:13,912 [124.78954601287842] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-09-07 17:48:14,131 [125.0087776184082] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-09-07 17:48:14,606 [125.483478307724] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-07 17:48:14,762 [125.64029955863953] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=db75fa9f-47b5-4f15-b62a-9eabd11c2782&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-07 17:48:14,816 [125.69429898262024] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-07 17:48:14,816 [125.69429898262024] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-07 17:48:14,972 [125.84970760345459] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=db75fa9f-47b5-4f15-b62a-9eabd11c2782&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-07 17:48:14,972 [125.84970760345459] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-07 17:48:14,972 [125.84970760345459] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-07 17:48:15,080 [125.95793533325195] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=db75fa9f-47b5-4f15-b62a-9eabd11c2782&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-07 17:48:15,146 [126.02429914474487] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-09-07 17:48:15,146 [126.02429914474487] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-09-07 17:48:15,358 [126.23589992523193] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-09-07 17:48:16,088 [126.9657871723175] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-07 17:48:16,088 [126.9657871723175] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-07 17:48:16,206 [127.08416628837585] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=db75fa9f-47b5-4f15-b62a-9eabd11c2782&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-07 17:48:16,206 [127.08416628837585] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-07 17:48:16,206 [127.08416628837585] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-07 17:48:16,353 [127.23119020462036] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=db75fa9f-47b5-4f15-b62a-9eabd11c2782&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-07 17:48:16,365 [127.2427875995636] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-09-07 17:48:16,365 [127.2427875995636] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-09-07 17:48:16,572 [127.4500093460083] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-09-07 17:48:17,354 [128.23222374916077] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-07 17:48:17,355 [128.23273539543152] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-07 17:48:17,357 [128.23473978042603] notifier INFO: Requesting url General/AuthenticatePublisherAccount
+2025-09-07 17:48:17,357 [128.23473978042603] pydexcom DEBUG: Retrieve account ID from the authentication endpoint
+2025-09-07 17:48:17,357 [128.23473978042603] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-09-07 17:48:17,484 [128.36142325401306] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=db75fa9f-47b5-4f15-b62a-9eabd11c2782&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-07 17:48:17,485 [128.36250185966492] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-07 17:48:17,485 [128.36250185966492] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-07 17:48:17,574 [128.45133256912231] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-09-07 17:48:17,574 [128.45133256912231] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-09-07 17:48:17,608 [128.48600029945374] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=db75fa9f-47b5-4f15-b62a-9eabd11c2782&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-07 17:48:17,792 [128.66961979866028] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-09-07 17:48:17,841 [128.71836137771606] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 200 38
+2025-09-07 17:48:17,842 [128.71935725212097] pydexcom DEBUG: Retrieve session ID from the login endpoint
+2025-09-07 17:48:18,379 [129.2567217350006] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/General/LoginPublisherAccountById HTTP/1.1" 200 38
+2025-09-07 17:48:18,395 [129.27247071266174] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-07 17:48:18,520 [129.39760851860046] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=db75fa9f-47b5-4f15-b62a-9eabd11c2782&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-07 17:48:18,610 [129.48749804496765] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-07 17:48:18,610 [129.48749804496765] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-07 17:48:18,750 [129.6282196044922] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=db75fa9f-47b5-4f15-b62a-9eabd11c2782&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-07 17:48:18,750 [129.6282196044922] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-07 17:48:18,750 [129.6282196044922] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-07 17:48:18,793 [129.67086625099182] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-09-07 17:48:18,794 [129.6713728904724] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-09-07 17:48:18,870 [129.7479989528656] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=db75fa9f-47b5-4f15-b62a-9eabd11c2782&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-07 17:48:18,997 [129.87461829185486] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-09-07 17:48:19,767 [130.64448237419128] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-07 17:48:19,872 [130.74944353103638] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-07 17:48:19,872 [130.74944353103638] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-07 17:48:19,909 [130.78705072402954] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=db75fa9f-47b5-4f15-b62a-9eabd11c2782&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-07 17:48:19,999 [130.87651538848877] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-09-07 17:48:19,999 [130.87651538848877] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-09-07 17:48:20,022 [130.89995336532593] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=db75fa9f-47b5-4f15-b62a-9eabd11c2782&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-07 17:48:20,023 [130.90095353126526] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-07 17:48:20,023 [130.90095353126526] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-07 17:48:20,148 [131.02558970451355] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=db75fa9f-47b5-4f15-b62a-9eabd11c2782&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-07 17:48:20,220 [131.09794449806213] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-09-07 17:48:21,150 [132.0274772644043] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-07 17:48:21,150 [132.0274772644043] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-07 17:48:21,228 [132.10562825202942] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-09-07 17:48:21,229 [132.10680150985718] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-09-07 17:48:21,264 [132.14133667945862] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=db75fa9f-47b5-4f15-b62a-9eabd11c2782&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-07 17:48:21,264 [132.14133667945862] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-07 17:48:21,264 [132.14133667945862] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-07 17:48:21,397 [132.27491998672485] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=db75fa9f-47b5-4f15-b62a-9eabd11c2782&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-07 17:48:21,447 [132.3249545097351] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-09-07 17:48:22,401 [133.27872896194458] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-07 17:48:22,401 [133.27872896194458] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-07 17:48:22,457 [133.33514165878296] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-09-07 17:48:22,457 [133.33514165878296] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-09-07 17:48:22,498 [133.37577438354492] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=db75fa9f-47b5-4f15-b62a-9eabd11c2782&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-07 17:48:22,498 [133.37577438354492] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-07 17:48:22,498 [133.37577438354492] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-07 17:48:22,667 [133.54444694519043] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-09-07 17:48:22,683 [133.56044149398804] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=db75fa9f-47b5-4f15-b62a-9eabd11c2782&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-07 17:48:23,543 [134.42087149620056] notifier INFO: Requesting url General/AuthenticatePublisherAccount
+2025-09-07 17:48:23,543 [134.42087149620056] pydexcom DEBUG: Retrieve account ID from the authentication endpoint
+2025-09-07 17:48:23,543 [134.42087149620056] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-09-07 17:48:23,671 [134.54882216453552] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-09-07 17:48:23,671 [134.54882216453552] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-09-07 17:48:23,691 [134.56838011741638] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-07 17:48:23,691 [134.56838011741638] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-07 17:48:23,797 [134.674471616745] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=db75fa9f-47b5-4f15-b62a-9eabd11c2782&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-07 17:48:23,797 [134.674471616745] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-07 17:48:23,797 [134.674471616745] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-07 17:48:23,876 [134.75351452827454] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-09-07 17:48:23,891 [134.76917147636414] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=db75fa9f-47b5-4f15-b62a-9eabd11c2782&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-07 17:48:24,035 [134.9125440120697] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 200 38
+2025-09-07 17:48:24,035 [134.9125440120697] pydexcom DEBUG: Retrieve session ID from the login endpoint
+2025-09-07 17:48:24,731 [135.60926032066345] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/General/LoginPublisherAccountById HTTP/1.1" 200 38
+2025-09-07 17:48:24,747 [135.62495374679565] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-07 17:48:24,892 [135.76952171325684] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-09-07 17:48:24,892 [135.76952171325684] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-09-07 17:48:24,907 [135.78476190567017] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-07 17:48:24,907 [135.78476190567017] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-07 17:48:24,907 [135.78476190567017] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=db75fa9f-47b5-4f15-b62a-9eabd11c2782&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-07 17:48:24,915 [135.7924497127533] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-07 17:48:25,027 [135.90456771850586] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=db75fa9f-47b5-4f15-b62a-9eabd11c2782&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-07 17:48:25,027 [135.90456771850586] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-07 17:48:25,027 [135.90456771850586] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-07 17:48:25,027 [135.90456771850586] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=db75fa9f-47b5-4f15-b62a-9eabd11c2782&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-07 17:48:25,127 [136.0048804283142] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-09-07 17:48:25,160 [136.0377552509308] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=db75fa9f-47b5-4f15-b62a-9eabd11c2782&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-07 17:48:26,129 [137.0066785812378] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-09-07 17:48:26,129 [137.0066785812378] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-09-07 17:48:26,163 [137.04112339019775] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-07 17:48:26,163 [137.04112339019775] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-07 17:48:26,298 [137.1753807067871] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=db75fa9f-47b5-4f15-b62a-9eabd11c2782&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-07 17:48:26,298 [137.1753807067871] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-07 17:48:26,298 [137.1753807067871] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-07 17:48:26,360 [137.23810696601868] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-09-07 17:48:26,429 [137.30671167373657] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=db75fa9f-47b5-4f15-b62a-9eabd11c2782&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-07 17:48:27,368 [138.24595880508423] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-09-07 17:48:27,368 [138.24595880508423] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-09-07 17:48:27,440 [138.3178391456604] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-07 17:48:27,440 [138.3178391456604] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-07 17:48:27,598 [138.47558879852295] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=db75fa9f-47b5-4f15-b62a-9eabd11c2782&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-07 17:48:27,598 [138.47558879852295] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-07 17:48:27,598 [138.47558879852295] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-07 17:48:27,598 [138.47558879852295] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-09-07 17:48:27,726 [138.60420870780945] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=db75fa9f-47b5-4f15-b62a-9eabd11c2782&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-07 17:48:28,599 [139.47722053527832] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-09-07 17:48:28,599 [139.47722053527832] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-09-07 17:48:28,730 [139.60821962356567] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-07 17:48:28,730 [139.60821962356567] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-07 17:48:28,848 [139.72554445266724] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-09-07 17:48:28,848 [139.72554445266724] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=db75fa9f-47b5-4f15-b62a-9eabd11c2782&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-07 17:48:28,848 [139.72554445266724] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-07 17:48:28,848 [139.72554445266724] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-07 17:48:28,989 [139.86650204658508] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=db75fa9f-47b5-4f15-b62a-9eabd11c2782&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-07 17:48:29,853 [140.73104643821716] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
+2025-09-07 17:48:29,853 [140.73104643821716] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-09-07 17:48:29,925 [140.80246591567993] notifier INFO: Requesting url General/AuthenticatePublisherAccount
+2025-09-07 17:48:29,925 [140.80246591567993] pydexcom DEBUG: Retrieve account ID from the authentication endpoint
+2025-09-07 17:48:29,925 [140.80246591567993] urllib3.connectionpool DEBUG: Starting new HTTPS connection (1): share2.dexcom.com:443
+2025-09-07 17:48:29,991 [140.86881017684937] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-07 17:48:29,991 [140.86881017684937] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-07 17:48:30,037 [140.91446185112] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-07 17:48:30,088 [140.96601939201355] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "GET /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 405 176
+2025-09-07 17:48:30,111 [140.98883390426636] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=db75fa9f-47b5-4f15-b62a-9eabd11c2782&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-07 17:48:30,111 [140.98883390426636] notifier INFO: Requesting url https://share2.dexcom.com/ShareWebServices/Services
+2025-09-07 17:48:30,111 [140.98883390426636] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-07 17:48:30,142 [141.020259141922] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=db75fa9f-47b5-4f15-b62a-9eabd11c2782&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-07 17:48:30,233 [141.11057448387146] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/Publisher/ReadPublisherLatestGlucoseValues?sessionId=db75fa9f-47b5-4f15-b62a-9eabd11c2782&minutes=1440&maxCount=1 HTTP/1.1" 200 None
+2025-09-07 17:48:30,465 [141.34238648414612] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/General/AuthenticatePublisherAccount HTTP/1.1" 200 38
+2025-09-07 17:48:30,465 [141.34238648414612] pydexcom DEBUG: Retrieve session ID from the login endpoint
+2025-09-07 17:48:30,942 [141.81981205940247] urllib3.connectionpool DEBUG: https://share2.dexcom.com:443 "POST /ShareWebServices/Services/General/LoginPublisherAccountById HTTP/1.1" 200 38
+2025-09-07 17:48:30,956 [141.83375334739685] pydexcom DEBUG: Retrieve glucose readings from the glucose readings endpoint
+2025-09-07 17:48:31,090 [141.96788787841797] status INFO: Requesting url: https://share2.dexcom.com/ShareWebServices/Services/General/AuthenticatePublisherAccount
